Run_s	SRA_Sample_s	Sample_Name_s	histological_type_s	is_tumor_s	sex_s	SRA_Study_s
SRR1074450	SRS524436	GTEX-SNMC-0526-SM-4DM69	Esophagus	No	male	SRP012682
SRR1074474	SRS524437	GTEX-RWSA-1726-SM-47JX7	Adrenal Gland	No	male	SRP012682
SRR1074478	SRS524438	GTEX-QDVJ-0626-SM-48U1T	Blood Vessel	No	male	SRP012682
SRR1074502	SRS524439	GTEX-QDVJ-0726-SM-48U1W	Esophagus	No	male	SRP012682
SRR1074526	SRS524440	GTEX-NPJ8-0626-SM-48TBO	Spleen	No	male	SRP012682
SRR1074550	SRS524441	GTEX-XYKS-2526-SM-4BOPX	Nerve	No	female	SRP012682
SRR1074578	SRS524442	GTEX-V955-1126-SM-4JBH3	Esophagus	No	male	SRP012682
SRR1074602	SRS524443	GTEX-TML8-1426-SM-4DXUT	Esophagus	No	female	SRP012682
SRR1074622	SRS524444	GTEX-UPK5-1526-SM-4JBJA	Blood Vessel	No	male	SRP012682
SRR1074646	SRS524445	GTEX-X585-0005-SM-46MV3	Blood	No	male	SRP012682
SRR1074670	SRS524446	GTEX-QDT8-0526-SM-4LMJR	Muscle	No	female	SRP012682
SRR1074694	SRS524447	GTEX-X4XY-0826-SM-4E3JM	Thyroid	No	male	SRP012682
SRR1074719	SRS524448	GTEX-XPVG-2526-SM-4B66D	Muscle	No	male	SRP012682
SRR1074744	SRS524449	GTEX-XPT6-0008-SM-4B64Q	Skin	No	male	SRP012682
SRR1074769	SRS524450	GTEX-XGQ4-0826-SM-4AT4T	Lung	No	male	SRP012682
SRR1074790	SRS524451	GTEX-XPVG-0926-SM-4B651	Blood Vessel	No	male	SRP012682
SRR1074815	SRS524452	GTEX-S7SF-1026-SM-4AD4I	Esophagus	No	female	SRP012682
SRR1074839	SRS524453	GTEX-XGQ4-1626-SM-4AT6J	Esophagus	No	male	SRP012682
SRR1074860	SRS524454	GTEX-SE5C-2126-SM-4BRUJ	Breast	No	female	SRP012682
SRR1074884	SRS524455	GTEX-S95S-0326-SM-4B66U	Esophagus	No	male	SRP012682
SRR1074909	SRS524456	GTEX-SE5C-0008-SM-4B64J	Skin	No	female	SRP012682
SRR1074934	SRS524457	GTEX-XAJ8-0526-SM-47JYK	Small Intestine	No	male	SRP012682
SRR1074956	SRS524458	GTEX-PWCY-0008-SM-48TE9	Skin	No	female	SRP012682
SRR1074980	SRS524459	GTEX-Q2AH-0008-SM-48U2J	Skin	No	male	SRP012682
SRR1075004	SRS524460	GTEX-PSDG-1426-SM-48TD1	Esophagus	No	male	SRP012682
SRR1075028	SRS524461	GTEX-RWS6-0526-SM-4GIAJ	Blood Vessel	No	female	SRP012682
SRR1075054	SRS524462	GTEX-XBED-0926-SM-48TCE	Esophagus	No	male	SRP012682
SRR1075078	SRS524463	GTEX-VJYA-2026-SM-4KL1K	Colon	No	male	SRP012682
SRR1075102	SRS524464	GTEX-UTHO-2426-SM-4JBHD	Liver	No	male	SRP012682
SRR1075126	SRS524465	GTEX-REY6-2126-SM-48FD9	Prostate	No	male	SRP012682
SRR1075150	SRS524466	GTEX-PWCY-1726-SM-48TD3	Vagina	No	female	SRP012682
SRR1075174	SRS524467	GTEX-T5JW-0226-SM-4DM7I	Pancreas	No	female	SRP012682
SRR1075198	SRS524468	GTEX-XMK1-0126-SM-4B65F	Spleen	No	male	SRP012682
SRR1075223	SRS524469	GTEX-T5JW-0726-SM-4DM6D	Cervix Uteri	No	female	SRP012682
SRR1075247	SRS524470	GTEX-XQ3S-1426-SM-4BOPR	Skin	No	male	SRP012682
SRR1075273	SRS524471	GTEX-XBEW-0008-SM-4AT3Y	Skin	No	male	SRP012682
SRR1075294	SRS524472	GTEX-TKQ1-0426-SM-4DXT4	Esophagus	No	male	SRP012682
SRR1075314	SRS524473	GTEX-RUSQ-0226-SM-47JWT	Adrenal Gland	No	male	SRP012682
SRR1075336	SRS524474	GTEX-S4P3-0626-SM-4AD59	Pancreas	No	female	SRP012682
SRR1075360	SRS524475	GTEX-PWN1-2426-SM-48TDD	Ovary	No	female	SRP012682
SRR1075384	SRS524476	GTEX-T2IS-1126-SM-4DM6Z	Nerve	No	female	SRP012682
SRR1075408	SRS524477	GTEX-OHPM-0008-SM-4E3IP	Skin	No	male	SRP012682
SRR1075433	SRS524478	GTEX-XOTO-0011-R5A-SM-4B657	Brain	No	male	SRP012682
SRR1075458	SRS524479	GTEX-XK95-1026-SM-4GIDV	Esophagus	No	male	SRP012682
SRR1075484	SRS524480	GTEX-XMD1-0826-SM-4AT52	Breast	No	male	SRP012682
SRR1075505	SRS524481	GTEX-NL4W-0008-SM-4E3I2	Skin	No	male	SRP012682
SRR1075530	SRS524494	GTEX-XPVG-2026-SM-4B65E	Prostate	No	male	SRP012682
SRR1075555	SRS524495	GTEX-QXCU-1126-SM-48FE5	Esophagus	No	male	SRP012682
SRR1075579	SRS524496	GTEX-S32W-0426-SM-4AD6H	Blood Vessel	No	female	SRP012682
SRR1075603	SRS524497	GTEX-QDVN-1026-SM-48TZA	Esophagus	No	male	SRP012682
SRR1075607	SRS524498	GTEX-V955-1926-SM-4KL1L	Testis	No	male	SRP012682
SRR1075631	SRS524499	GTEX-XQ8I-0226-SM-4BOPM	Heart	No	male	SRP012682
SRR1075659	SRS524500	GTEX-T6MN-0008-SM-4DM7H	Skin	No	male	SRP012682
SRR1075683	SRS524501	GTEX-X585-0002-SM-46MVA	Blood	No	male	SRP012682
SRR1075707	SRS524502	GTEX-X638-0008-SM-47JZ7	Skin	No	female	SRP012682
SRR1075729	SRS524503	GTEX-UPIC-1726-SM-4IHKG	Colon	No	female	SRP012682
SRR1075752	SRS524504	GTEX-XUJ4-0008-SM-4BOQI	Skin	No	female	SRP012682
SRR1075778	SRS524505	GTEX-XOTO-0008-SM-4GICE	Skin	No	male	SRP012682
SRR1075825	SRS524506	GTEX-XPT6-2126-SM-4B66P	Nerve	No	male	SRP012682
SRR1075804	SRS524507	GTEX-XBEC-1526-SM-4AT68	Liver	No	male	SRP012682
SRR1075850	SRS524508	GTEX-T2IS-2226-SM-4DM65	Uterus	No	female	SRP012682
SRR1075874	SRS524509	GTEX-S341-0626-SM-4AD5T	Stomach	No	female	SRP012682
SRR1075898	SRS524510	GTEX-WZTO-0011-R7B-SM-4E3IS	Brain	No	male	SRP012682
SRR1075923	SRS524511	GTEX-PWN1-0008-SM-48TEA	Skin	No	female	SRP012682
SRR1075947	SRS524512	GTEX-RTLS-1226-SM-46MUP	Esophagus	No	female	SRP012682
SRR1075971	SRS524513	GTEX-XBEC-0326-SM-4AT4M	Adipose Tissue	No	male	SRP012682
SRR1075997	SRS524514	GTEX-XOT4-1126-SM-4B66E	Heart	No	female	SRP012682
SRR1076022	SRS524515	GTEX-X4XY-1626-SM-46MVN	Liver	No	male	SRP012682
SRR1076046	SRS524516	GTEX-XGQ4-1326-SM-4GIDU	Small Intestine	No	male	SRP012682
SRR1076072	SRS524517	GTEX-X4XX-0011-R6B-SM-46MWP	Brain	No	male	SRP012682
SRR1076096	SRS524518	GTEX-QXCU-0008-SM-48FCH	Skin	No	male	SRP012682
SRR1076120	SRS524519	GTEX-S33H-1826-SM-4AD65	Prostate	No	male	SRP012682
SRR1076144	SRS524520	GTEX-XPVG-0008-SM-4GICH	Skin	No	male	SRP012682
SRR1076170	SRS524521	GTEX-U8XE-1826-SM-4E3HV	Esophagus	No	male	SRP012682
SRR1076195	SRS524522	GTEX-R45C-1226-SM-48FEE	Esophagus	No	female	SRP012682
SRR1076219	SRS524523	GTEX-X4XY-0926-SM-4E3JD	Breast	No	male	SRP012682
SRR1076244	SRS524524	GTEX-PX3G-1026-SM-48TZW	Pancreas	No	female	SRP012682
SRR1076268	SRS524526	GTEX-SIU7-1426-SM-4BRWT	Stomach	No	male	SRP012682
SRR1076317	SRS524525	GTEX-XQ3S-0008-SM-4GIDZ	Skin	No	male	SRP012682
SRR1076292	SRS524527	GTEX-X8HC-0626-SM-4E3HQ	Skin	No	female	SRP012682
SRR1076343	SRS524528	GTEX-R53T-0826-SM-48FCP	Blood Vessel	No	female	SRP012682
SRR1076369	SRS524531	GTEX-Q2AH-0226-SM-48U1I	Spleen	No	male	SRP012682
SRR1076393	SRS524532	GTEX-T5JC-2526-SM-4DM6G	Pituitary	No	male	SRP012682
SRR1076417	SRS524533	GTEX-SNMC-0626-SM-4DM6H	Stomach	No	male	SRP012682
SRR1076441	SRS524534	GTEX-REY6-2426-SM-48FF5	Breast	No	male	SRP012682
SRR1076465	SRS524535	GTEX-XPVG-1726-SM-4B65W	Small Intestine	No	male	SRP012682
SRR1076490	SRS524536	GTEX-XGQ4-2026-SM-4AT6G	Testis	No	male	SRP012682
SRR1076511	SRS524537	GTEX-XV7Q-0005-SM-4BRWI	Blood	No	female	SRP012682
SRR1076535	SRS524538	GTEX-WFG7-1026-SM-4LMK8	Esophagus	No	male	SRP012682
SRR1076559	SRS524539	GTEX-X585-0426-SM-4E3JZ	Nerve	No	male	SRP012682
SRR1076584	SRS524540	GTEX-S32W-1326-SM-4AD5Q	Fallopian Tube	No	female	SRP012682
SRR1076608	SRS524541	K-562-SM-4JBIQ	Bone Marrow	Yes	female	SRP012682
SRR1076632	SRS524542	GTEX-XMK1-0226-SM-4B65D	Adrenal Gland	No	male	SRP012682
SRR1076657	SRS524543	GTEX-P4PP-0008-SM-48TDV	Skin	No	female	SRP012682
SRR1076681	SRS524544	GTEX-QEL4-1526-SM-447AB	Esophagus	No	male	SRP012682
SRR1076705	SRS524545	GTEX-QVUS-0626-SM-447CC	Esophagus	No	female	SRP012682
SRR1076729	SRS524546	GTEX-PWOO-0008-SM-48TDU	Skin	No	female	SRP012682
SRR1076753	SRS524547	GTEX-XUZC-0126-SM-4BOO6	Thyroid	No	female	SRP012682
SRR1076779	SRS524548	GTEX-XBED-0526-SM-47JY3	Heart	No	male	SRP012682
SRR1076801	SRS524549	GTEX-RVPV-0526-SM-47JYL	Esophagus	No	male	SRP012682
SRR1076823	SRS524550	GTEX-XV7Q-0226-SM-4BRVL	Adrenal Gland	No	female	SRP012682
SRR1076847	SRS524551	GTEX-XK95-0005-SM-4AT4S	Blood	No	male	SRP012682
SRR1076868	SRS524552	GTEX-S3XE-0526-SM-4AD4G	Pancreas	No	male	SRP012682
SRR1076892	SRS524553	GTEX-W5WG-1026-SM-4LMIF	Vagina	No	female	SRP012682
SRR1076916	SRS524554	GTEX-RU72-0226-SM-46MUD	Blood Vessel	No	female	SRP012682
SRR1076940	SRS524555	GTEX-T6MO-0826-SM-4DM51	Colon	No	female	SRP012682
SRR1076964	SRS524556	GTEX-XQ8I-1626-SM-4BOOI	Esophagus	No	male	SRP012682
SRR1076990	SRS524557	GTEX-XV7Q-1326-SM-4BRWM	Stomach	No	female	SRP012682
SRR1077038	SRS524559	GTEX-XQ8I-0526-SM-4BOPS	Adipose Tissue	No	male	SRP012682
SRR1077066	SRS524560	GTEX-XXEK-1926-SM-4BRVD	Colon	No	male	SRP012682
SRR1077090	SRS524561	GTEX-SJXC-1126-SM-4DM6Y	Blood Vessel	No	male	SRP012682
SRR1077115	SRS524562	GTEX-X5EB-0626-SM-46MVQ	Heart	No	male	SRP012682
SRR1077139	SRS524563	GTEX-U3ZH-1426-SM-4DXSR	Breast	No	male	SRP012682
SRR1077159	SRS524564	GTEX-PX3G-2026-SM-48U1H	Uterus	No	female	SRP012682
SRR1077183	SRS524565	GTEX-RVPU-1526-SM-47JXQ	Blood Vessel	No	male	SRP012682
SRR1077211	SRS524569	GTEX-XUZC-0926-SM-4BOQF	Uterus	No	female	SRP012682
SRR1077239	SRS524570	GTEX-T6MO-1426-SM-4DM73	Cervix Uteri	No	female	SRP012682
SRR1077263	SRS524571	GTEX-XPVG-2126-SM-4B667	Skin	No	male	SRP012682
SRR1077288	SRS524572	GTEX-SSA3-0326-SM-47JWY	Muscle	No	male	SRP012682
SRR1077310	SRS524573	GTEX-PWN1-0626-SM-48TDT	Esophagus	No	female	SRP012682
SRR1077334	SRS524574	K-562-SM-47JYY	Bone Marrow	Yes	female	SRP012682
SRR1077356	SRS524575	GTEX-XBED-1026-SM-48TCB	Esophagus	No	male	SRP012682
SRR1077380	SRS524576	GTEX-X4EO-2726-SM-4E3HS	Colon	No	female	SRP012682
SRR1077405	SRS524577	GTEX-X4XY-0011-R10B-SM-46MWS	Brain	No	male	SRP012682
SRR1077429	SRS524578	GTEX-WFG8-1826-SM-4LVM4	Prostate	No	male	SRP012682
SRR1077455	SRS524579	GTEX-Q2AG-3026-SM-48U1L	Pituitary	No	female	SRP012682
SRR1077479	SRS524580	GTEX-O5YT-0126-SM-48TBW	Skin	No	male	SRP012682
SRR1077503	SRS524581	GTEX-XXEK-0005-SM-4BRWJ	Blood	No	male	SRP012682
SRR1077528	SRS524582	GTEX-XGQ4-0526-SM-4AT6C	Heart	No	male	SRP012682
SRR1077549	SRS524583	GTEX-WFON-0126-SM-4LVM9	Spleen	No	male	SRP012682
SRR1077575	SRS524584	GTEX-S4Q7-0526-SM-4AD5N	Esophagus	No	male	SRP012682
SRR1077599	SRS524585	GTEX-TKQ2-1226-SM-4DXSV	Esophagus	No	male	SRP012682
SRR1077619	SRS524586	GTEX-RNOR-1226-SM-48FDQ	Esophagus	No	female	SRP012682
SRR1077643	SRS524587	GTEX-XV7Q-0826-SM-4BRV7	Heart	No	female	SRP012682
SRR1077667	SRS524588	GTEX-TML8-1326-SM-4DXTO	Colon	No	female	SRP012682
SRR1077687	SRS524589	GTEX-XLM4-0011-R4B-SM-4AT5C	Brain	No	male	SRP012682
SRR1077708	SRS524590	GTEX-TSE9-3126-SM-4DXSY	Pituitary	No	female	SRP012682
SRR1077728	SRS524591	GTEX-X5EB-1626-SM-4E3IV	Small Intestine	No	male	SRP012682
SRR1077753	SRS524592	GTEX-XQ3S-2726-SM-4BOP2	Testis	No	male	SRP012682
SRR1077781	SRS524593	GTEX-UTHO-0008-SM-4JBID	Skin	No	male	SRP012682
SRR1077805	SRS524594	GTEX-XYKS-2426-SM-4AT43	Muscle	No	female	SRP012682
SRR1077826	SRS524595	GTEX-X8HC-0008-SM-46MU6	Skin	No	female	SRP012682
SRR1077850	SRS524596	GTEX-S4Q7-0626-SM-4AD5M	Esophagus	No	male	SRP012682
SRR1077874	SRS524597	GTEX-V955-1026-SM-4JBHO	Esophagus	No	male	SRP012682
SRR1077898	SRS524598	GTEX-XAJ8-1426-SM-47JYM	Skin	No	male	SRP012682
SRR1077920	SRS524599	GTEX-RU72-0626-SM-46MUI	Breast	No	female	SRP012682
SRR1077944	SRS524600	GTEX-QCQG-0226-SM-48U28	Spleen	No	female	SRP012682
SRR1077968	SRS524601	GTEX-RNOR-2426-SM-48FDY	Pituitary	No	female	SRP012682
SRR1077992	SRS524602	GTEX-QCQG-0726-SM-48U1Z	Esophagus	No	female	SRP012682
SRR1077996	SRS524603	GTEX-WEY5-0726-SM-4LMID	Uterus	No	female	SRP012682
SRR1078020	SRS524604	GTEX-RVPV-0008-SM-47JYW	Skin	No	male	SRP012682
SRR1078042	SRS524605	GTEX-PWCY-1326-SM-48TCU	Ovary	No	female	SRP012682
SRR1078066	SRS524606	GTEX-OOBK-1026-SM-48TC2	Pancreas	No	male	SRP012682
SRR1078090	SRS524607	GTEX-QLQ7-0826-SM-447B3	Stomach	No	male	SRP012682
SRR1078114	SRS524608	GTEX-XUW1-0226-SM-4BOOS	Uterus	No	female	SRP012682
SRR1078140	SRS524609	GTEX-S33H-0826-SM-4AD5Y	Esophagus	No	male	SRP012682
SRR1078164	SRS524610	GTEX-V1D1-1926-SM-4JBGX	Prostate	No	male	SRP012682
SRR1078188	SRS524611	GTEX-R55G-1626-SM-48FF4	Uterus	No	female	SRP012682
SRR1078212	SRS524612	GTEX-RWS6-1326-SM-47JXB	Uterus	No	female	SRP012682
SRR1078234	SRS524613	GTEX-QDT8-0126-SM-48TZ1	Skin	No	female	SRP012682
SRR1078258	SRS524614	GTEX-U3ZN-1926-SM-4DXSG	Breast	No	female	SRP012682
SRR1078278	SRS524615	GTEX-S7SF-1926-SM-4AT5B	Colon	No	female	SRP012682
SRR1078299	SRS524616	GTEX-Q2AI-1226-SM-48U14	Testis	No	male	SRP012682
SRR1078323	SRS524617	GTEX-VUSG-2826-SM-4KKZM	Blood Vessel	No	male	SRP012682
SRR1078347	SRS524618	GTEX-XMD1-0011-R3B-SM-4AT5R	Brain	No	male	SRP012682
SRR1078368	SRS524619	GTEX-W5WG-1526-SM-4LMIG	Esophagus	No	female	SRP012682
SRR1078392	SRS524620	GTEX-X5EB-1726-SM-4E3J7	Salivary Gland	No	male	SRP012682
SRR1078417	SRS524621	GTEX-XUYS-0008-SM-47JYZ	Skin	No	male	SRP012682
SRR1078439	SRS524622	GTEX-WCDI-0426-SM-4GIAL	Blood Vessel	No	male	SRP012682
SRR1078465	SRS524623	GTEX-WFG7-0626-SM-4LMK6	Blood Vessel	No	male	SRP012682
SRR1078489	SRS524624	GTEX-NPJ8-0226-SM-48TBN	Adipose Tissue	No	male	SRP012682
SRR1078514	SRS524625	GTEX-QMRM-0926-SM-447BR	Esophagus	No	male	SRP012682
SRR1078538	SRS524626	GTEX-T5JW-1326-SM-4DM5G	Esophagus	No	female	SRP012682
SRR1078562	SRS524627	GTEX-PX3G-0726-SM-48TZT	Esophagus	No	female	SRP012682
SRR1078586	SRS524628	GTEX-WFON-0526-SM-4LVLY	Blood Vessel	No	male	SRP012682
SRR1078612	SRS524629	GTEX-V1D1-2126-SM-4JBH4	Testis	No	male	SRP012682
SRR1078636	SRS524630	GTEX-RU72-2226-SM-46MUE	Ovary	No	female	SRP012682
SRR1078660	SRS524631	GTEX-WFG7-1226-SM-4LMK2	Esophagus	No	male	SRP012682
SRR1078684	SRS524632	GTEX-T8EM-1826-SM-4DM7F	Prostate	No	male	SRP012682
SRR1078709	SRS524633	GTEX-WFG8-1126-SM-4LVN1	Esophagus	No	male	SRP012682
SRR1078735	SRS524634	GTEX-QCQG-1426-SM-48U22	Ovary	No	female	SRP012682
SRR1078759	SRS524635	GTEX-QDVJ-1426-SM-48U1Y	Stomach	No	male	SRP012682
SRR1078783	SRS524636	GTEX-WFG8-1026-SM-4LVMZ	Esophagus	No	male	SRP012682
SRR1078809	SRS524637	GTEX-U8XE-1726-SM-4E3IF	Esophagus	No	male	SRP012682
SRR1078834	SRS524638	GTEX-XBED-2426-SM-4AT4O	Blood Vessel	No	male	SRP012682
SRR1078855	SRS524639	GTEX-SJXC-2026-SM-4DM6N	Prostate	No	male	SRP012682
SRR1078879	SRS524640	GTEX-X585-0011-R2B-SM-46MVF	Brain	No	male	SRP012682
SRR1078903	SRS524641	GTEX-XGQ4-2426-SM-4AT55	Blood Vessel	No	male	SRP012682
SRR1078924	SRS524642	K-562-SM-4KKZ9	Bone Marrow	Yes	female	SRP012682
SRR1078948	SRS524643	GTEX-QDVJ-1326-SM-48U1X	Colon	No	male	SRP012682
SRR1078972	SRS524644	GTEX-XUW1-0008-SM-4BOQH	Skin	No	female	SRP012682
SRR1078998	SRS524645	GTEX-NL3G-0008-SM-4E3JX	Skin	No	female	SRP012682
SRR1079046	SRS524646	GTEX-XV7Q-0126-SM-4BRVK	Spleen	No	female	SRP012682
SRR1079023	SRS524647	GTEX-UJHI-0226-SM-4IHJL	Blood Vessel	No	female	SRP012682
SRR1079070	SRS524648	GTEX-QMR6-0008-SM-447AV	Skin	No	male	SRP012682
SRR1079094	SRS524649	GTEX-R55C-0726-SM-48FCN	Esophagus	No	male	SRP012682
SRR1079118	SRS524650	GTEX-XPVG-2626-SM-4B669	Skin	No	male	SRP012682
SRR1079143	SRS524651	GTEX-T2IS-1926-SM-4DM74	Vagina	No	female	SRP012682
SRR1079168	SRS524652	GTEX-XLM4-0011-R9A-SM-4AT45	Brain	No	male	SRP012682
SRR1079189	SRS524653	GTEX-SE5C-0426-SM-4BRUI	Blood Vessel	No	female	SRP012682
SRR1079213	SRS524654	GTEX-XV7Q-1526-SM-4BRWB	Uterus	No	female	SRP012682
SRR1079237	SRS524655	GTEX-TMZS-0008-SM-47JWM	Skin	No	male	SRP012682
SRR1079259	SRS524656	GTEX-X638-0005-SM-47JX6	Blood	No	female	SRP012682
SRR1079281	SRS524657	GTEX-XOTO-0011-R6B-SM-4B65X	Brain	No	male	SRP012682
SRR1079306	SRS524658	GTEX-X8HC-1326-SM-46MWB	Esophagus	No	female	SRP012682
SRR1079330	SRS524659	GTEX-QDVN-0126-SM-4GIC9	Blood Vessel	No	male	SRP012682
SRR1079356	SRS524660	GTEX-XV7Q-1626-SM-4BRWC	Vagina	No	female	SRP012682
SRR1079380	SRS524661	GTEX-QLQ7-1026-SM-447BB	Esophagus	No	male	SRP012682
SRR1079404	SRS524662	GTEX-R55G-0426-SM-48FDH	Blood Vessel	No	female	SRP012682
SRR1079408	SRS524663	GTEX-RU72-2626-SM-4GIE1	Uterus	No	female	SRP012682
SRR1079434	SRS524664	GTEX-XK95-0226-SM-4AT58	Skin	No	male	SRP012682
SRR1079455	SRS524665	GTEX-XPT6-1626-SM-4B655	Testis	No	male	SRP012682
SRR1079480	SRS524666	GTEX-RUSQ-0926-SM-47JWU	Esophagus	No	male	SRP012682
SRR1079502	SRS524667	GTEX-U3ZH-0426-SM-4DXSE	Blood Vessel	No	male	SRP012682
SRR1079522	SRS524668	GTEX-XK95-0426-SM-4AT4R	Adipose Tissue	No	male	SRP012682
SRR1079543	SRS524669	GTEX-QV31-0426-SM-447C4	Esophagus	No	male	SRP012682
SRR1079567	SRS524670	GTEX-QCQG-1626-SM-48U26	Colon	No	female	SRP012682
SRR1079591	SRS524671	GTEX-XLM4-0011-R2B-SM-4AT5Z	Brain	No	male	SRP012682
SRR1079612	SRS524672	GTEX-SNMC-1026-SM-4DM7K	Testis	No	male	SRP012682
SRR1079636	SRS524673	GTEX-V955-2526-SM-4JBJG	Nerve	No	male	SRP012682
SRR1079660	SRS524674	GTEX-XUW1-0005-SM-4BOQ7	Blood	No	female	SRP012682
SRR1079686	SRS524675	GTEX-U3ZN-0926-SM-4DXTU	Vagina	No	female	SRP012682
SRR1079706	SRS524676	GTEX-QCQG-1226-SM-48U23	Vagina	No	female	SRP012682
SRR1079730	SRS524677	GTEX-VJYA-0726-SM-4KL1T	Esophagus	No	male	SRP012682
SRR1079754	SRS524678	GTEX-XQ8I-1926-SM-4BOOK	Pancreas	No	male	SRP012682
SRR1079782	SRS524679	GTEX-VJYA-0126-SM-4KL1P	Spleen	No	male	SRP012682
SRR1079806	SRS524680	GTEX-WEY5-1026-SM-4LMK9	Esophagus	No	female	SRP012682
SRR1079830	SRS524681	GTEX-U4B1-1226-SM-4DXT7	Bladder	No	male	SRP012682
SRR1079850	SRS524682	GTEX-SNMC-1626-SM-4DM52	Nerve	No	male	SRP012682
SRR1079874	SRS524683	GTEX-XUJ4-1526-SM-4BONU	Uterus	No	female	SRP012682
SRR1079900	SRS524684	GTEX-QV31-0626-SM-447C5	Stomach	No	male	SRP012682
SRR1079924	SRS524685	GTEX-RTLS-0008-SM-48FET	Skin	No	female	SRP012682
SRR1079948	SRS524686	GTEX-WXYG-2226-SM-4E3IM	Breast	No	female	SRP012682
SRR1079973	SRS524687	GTEX-XMK1-1826-SM-4B66F	Small Intestine	No	male	SRP012682
SRR1079998	SRS524688	GTEX-V1D1-0326-SM-4JBIY	Blood Vessel	No	male	SRP012682
SRR1080022	SRS524689	GTEX-U8T8-1126-SM-4DXUE	Testis	No	male	SRP012682
SRR1080044	SRS524690	GTEX-Q2AH-0826-SM-48TZN	Esophagus	No	male	SRP012682
SRR1080048	SRS524691	GTEX-QDVJ-0826-SM-48U1S	Esophagus	No	male	SRP012682
SRR1080072	SRS524692	GTEX-XMD3-0008-SM-4AT4V	Skin	No	female	SRP012682
SRR1080093	SRS524693	GTEX-OHPK-1726-SM-48TC4	Nerve	No	female	SRP012682
SRR1080117	SRS524694	GTEX-WFON-1726-SM-4LVMQ	Liver	No	male	SRP012682
SRR1080148	SRS524695	GTEX-S4Z8-0626-SM-4AD6J	Blood Vessel	No	male	SRP012682
SRR1080143	SRS524696	GTEX-SUCS-0726-SM-4DM7J	Esophagus	No	male	SRP012682
SRR1080172	SRS524697	GTEX-QVJO-0011-R8A-SM-447C7	Brain	No	female	SRP012682
SRR1080196	SRS524698	GTEX-WH7G-0008-SM-4LVNM	Skin	No	male	SRP012682
SRR1080222	SRS524699	GTEX-PWOO-1326-SM-48TCJ	Colon	No	female	SRP012682
SRR1080246	SRS524700	GTEX-QV31-0526-SM-447C3	Esophagus	No	male	SRP012682
SRR1080270	SRS524701	GTEX-XUZC-1826-SM-4BRVO	Adipose Tissue	No	female	SRP012682
SRR1080294	SRS524702	GTEX-S32W-1926-SM-4AD63	Liver	No	female	SRP012682
SRR1080318	SRS524703	GTEX-S4Q7-1026-SM-4AD75	Prostate	No	male	SRP012682
SRR1080342	SRS524704	GTEX-S341-1026-SM-4AD71	Uterus	No	female	SRP012682
SRR1080366	SRS524705	GTEX-XPVG-0526-SM-4B65N	Kidney	No	male	SRP012682
SRR1080391	SRS524706	GTEX-XV7Q-1126-SM-4BRVS	Esophagus	No	female	SRP012682
SRR1080415	SRS524707	GTEX-SE5C-0626-SM-4IHLJ	Heart	No	female	SRP012682
SRR1080438	SRS524708	GTEX-XLM4-2026-SM-4AT4X	Heart	No	male	SRP012682
SRR1080459	SRS524709	GTEX-X8HC-0226-SM-4E3K1	Adipose Tissue	No	female	SRP012682
SRR1080484	SRS524710	GTEX-XOT4-0426-SM-4B66T	Blood Vessel	No	female	SRP012682
SRR1080509	SRS524711	GTEX-OHPK-0008-SM-4E3JL	Skin	No	female	SRP012682
SRR1080534	SRS524712	GTEX-XUW1-0326-SM-4BOOR	Vagina	No	female	SRP012682
SRR1080560	SRS524713	GTEX-U3ZN-0008-SM-4DXTL	Skin	No	female	SRP012682
SRR1080580	SRS524714	GTEX-TMMY-1926-SM-4DXUU	Vagina	No	female	SRP012682
SRR1080600	SRS524715	GTEX-XXEK-0126-SM-4BRVU	Spleen	No	male	SRP012682
SRR1080624	SRS524716	GTEX-Q2AI-0426-SM-48U13	Pancreas	No	male	SRP012682
SRR1080648	SRS524717	GTEX-T2YK-1326-SM-4DM6S	Esophagus	No	male	SRP012682
SRR1080672	SRS524718	GTEX-R55G-1126-SM-48FDG	Stomach	No	female	SRP012682
SRR1080696	SRS524719	GTEX-UTHO-2726-SM-4JBH9	Prostate	No	male	SRP012682
SRR1080720	SRS524720	GTEX-RWS6-0008-SM-47JYV	Skin	No	female	SRP012682
SRR1080742	SRS524721	GTEX-T5JC-0008-SM-4DM6A	Skin	No	male	SRP012682
SRR1080766	SRS524722	GTEX-XUZC-2126-SM-4BRW8	Muscle	No	female	SRP012682
SRR1080790	SRS524723	GTEX-XGQ4-2626-SM-4AT6B	Salivary Gland	No	male	SRP012682
SRR1080811	SRS524724	GTEX-Q2AH-1526-SM-48TZG	Testis	No	male	SRP012682
SRR1080835	SRS524725	GTEX-X4XX-0011-R8B-SM-46MWM	Brain	No	male	SRP012682
SRR1080859	SRS524726	GTEX-U3ZH-1526-SM-4DXV1	Testis	No	male	SRP012682
SRR1080879	SRS524727	GTEX-X4XY-1726-SM-46MVO	Esophagus	No	male	SRP012682
SRR1080903	SRS524728	GTEX-RTLS-1126-SM-46MUQ	Esophagus	No	female	SRP012682
SRR1080927	SRS524729	GTEX-X4XX-0011-R11A-SM-46MWQ	Brain	No	male	SRP012682
SRR1080951	SRS524730	GTEX-XUJ4-2026-SM-4BOOW	Colon	No	female	SRP012682
SRR1080977	SRS524731	GTEX-XBEC-1326-SM-4AT69	Heart	No	male	SRP012682
