# Program:featureCounts v1.6.2; Command:"featureCounts" "-T" "4" "-t" "gene" "-f" "-a" "databases/GenomeReference_hg38/annotation/Homo_sapiens.GRCh38.77.gtf" "-o" "databases/gtex_files/brain/SRR598253/counts/SRR598253_counts.txt" "databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	databases/gtex_files/brain/SRR598253/star_aligned/SRR598253.Aligned.sortedByCoord.out.bam
ENSG00000276405	7	142535809	142536292	+	484	0
ENSG00000275791	7	142544212	142544685	+	474	0
ENSG00000276597	7	142554836	142555318	+	483	0
ENSG00000274752	7	142560423	142560931	+	509	0
ENSG00000276953	7	142563740	142564245	+	506	0
ENSG00000275158	7	142580917	142581427	+	511	0
ENSG00000275743	7	142587868	142588359	+	492	0
ENSG00000276819	7	142592928	142593473	+	546	2
ENSG00000275243	7	142598016	142598469	+	454	0
ENSG00000277880	7	142601628	142602360	+	733	0
ENSG00000276557	7	142615716	142616415	+	700	0
ENSG00000211746	7	142618849	142619532	+	684	0
ENSG00000211747	7	142626649	142627399	+	751	0
ENSG00000251578	7	142636924	142637384	+	461	0
ENSG00000240578	7	142641746	142642196	+	451	0
ENSG00000211749	7	142645961	142646467	+	507	0
ENSG00000211750	7	142656701	142657213	+	513	39
ENSG00000270672	7	142666272	142667718	+	1447	22
ENSG00000211751	7	142670740	142793141	+	122402	0
ENSG00000211772	7	142670777	142802748	+	131972	83
ENSG00000239992	7	142681415	142681869	+	455	0
ENSG00000249912	7	142695699	142696183	+	485	0
ENSG00000241911	7	142711384	142711924	+	541	0
ENSG00000211752	7	142715346	142715861	+	516	0
ENSG00000211753	7	142720660	142793255	+	72596	0
ENSG00000244273	7	142722358	142722764	+	407	0
ENSG00000232869	7	142740206	142740894	+	689	0
ENSG00000275896	7	142748662	142774564	+	25903	0
ENSG00000204983	7	142749468	142763997	+	14530	0
ENSG00000250591	7	142760415	142763943	+	3529	0
ENSG00000243661	7	142778642	142779537	-	896	0
ENSG00000211764	7	142796365	142796414	+	50	0
ENSG00000211765	7	142796560	142796610	+	51	0
ENSG00000211766	7	142796697	142796742	+	46	0
ENSG00000211767	7	142796847	142796895	+	49	0
ENSG00000211768	7	142796998	142797047	+	50	0
ENSG00000211769	7	142797119	142797166	+	48	0
ENSG00000211770	7	142797239	142797291	+	53	0
ENSG00000211771	7	142797456	142797502	+	47	0
ENSG00000237254	7	142812586	142813399	-	814	3
ENSG00000106123	7	142855061	142871094	+	16034	30213
ENSG00000165125	7	142871203	142885762	-	14560	2397
ENSG00000224970	7	142875836	142892721	+	16886	15
ENSG00000127412	7	142908101	142933808	-	25708	73
ENSG00000165131	7	142939343	142940868	+	1526	26
ENSG00000197993	7	142941114	142962681	-	21568	448
ENSG00000179468	7	143026158	143027195	-	1038	0
ENSG00000239293	7	143047213	143047580	-	368	0
ENSG00000225781	7	143052320	143053347	+	1028	2
ENSG00000179420	7	143062330	143063585	-	1256	2
ENSG00000159763	7	143132077	143139746	+	7670	6
ENSG00000236398	7	143183419	143184435	+	1017	0
ENSG00000268170	7	143220468	143222267	-	1800	0
ENSG00000221937	7	143222037	143223079	+	1043	0
ENSG00000279223	7	143224042	143224234	-	193	0
ENSG00000197448	7	143244093	143270854	+	26762	10
ENSG00000231840	7	143255264	143287380	-	32117	1218
ENSG00000178826	7	143279957	143288048	+	8092	16
ENSG00000106144	7	143288215	143307696	+	19482	1434
ENSG00000239419	7	143290615	143290910	+	296	0
ENSG00000240322	7	143298516	143298814	+	299	0
ENSG00000231531	7	143312684	143313061	-	378	8
ENSG00000188037	7	143316126	143352083	+	35958	45
ENSG00000159784	7	143353400	143362770	-	9371	9174
ENSG00000272619	7	143363899	143364229	+	331	118
ENSG00000232533	7	143379692	143380495	-	804	201
ENSG00000159840	7	143381080	143391111	+	10032	2374
ENSG00000278449	7	143382686	143382800	+	115	0
ENSG00000146904	7	143390289	143408892	-	18604	10
ENSG00000229153	7	143407813	143523449	+	115637	13
ENSG00000234066	7	143437034	143437973	+	940	0
ENSG00000185899	7	143443453	143444409	+	957	0
ENSG00000221855	7	143477873	143478796	+	924	0
ENSG00000236853	7	143488489	143489402	-	914	0
ENSG00000176510	7	143510933	143511911	-	979	0
ENSG00000229977	7	143532749	143533164	-	416	0
ENSG00000229877	7	143545186	143546735	-	1550	0
ENSG00000271079	7	143571801	143574387	+	2587	1
ENSG00000252037	7	143574746	143574848	+	103	0
ENSG00000230556	7	143578907	143579072	+	166	0
ENSG00000223459	7	143598040	143604839	+	6800	266
ENSG00000170379	7	143620950	143730409	+	109460	88
ENSG00000252523	7	143754628	143754730	-	103	0
ENSG00000271321	7	143755089	143757696	-	2608	0
ENSG00000253882	7	143761790	143836933	-	75144	9
ENSG00000241136	7	143782667	143784284	+	1618	0
ENSG00000232145	7	143796295	143796720	+	426	0
ENSG00000159860	7	143800732	143817973	+	17242	0
ENSG00000198420	7	143851375	143902198	-	50824	7437
ENSG00000221910	7	143935166	143936279	+	1114	4
ENSG00000243583	7	143954844	143997312	+	42469	8
ENSG00000213215	7	143959927	143961015	+	1089	0
ENSG00000279723	7	143959971	143960924	+	954	0
ENSG00000270729	7	143979121	143980225	-	1105	0
ENSG00000273377	7	143980905	143981820	+	916	0
ENSG00000242280	7	143985142	143986651	+	1510	0
ENSG00000221813	7	144003929	144004983	+	1055	0
ENSG00000221836	7	144050368	144051380	+	1013	0
ENSG00000221933	7	144074182	144075195	+	1014	1
ENSG00000239967	7	144077721	144077825	+	105	0
ENSG00000221858	7	144095048	144096093	+	1046	0
ENSG00000221989	7	144109514	144110564	+	1051	0
ENSG00000239981	7	144118461	144119360	-	900	0
ENSG00000221938	7	144129058	144130069	+	1012	0
ENSG00000273234	7	144142009	144142938	+	930	2
ENSG00000183122	7	144157226	144158178	+	953	0
ENSG00000240621	7	144176740	144177142	+	403	1
ENSG00000225932	7	144183466	144186053	+	2588	3
ENSG00000213214	7	144186083	144195655	-	9573	7
ENSG00000244198	7	144194858	144280547	+	85690	44
ENSG00000212807	7	144231911	144232843	-	933	0
ENSG00000170356	7	144250045	144252957	-	2913	0
ENSG00000244479	7	144251264	144356181	-	104918	45
ENSG00000243896	7	144258607	144259722	-	1116	0
ENSG00000244693	7	144266701	144269288	-	2588	0
ENSG00000204959	7	144272445	144286966	-	14522	0
ENSG00000228960	7	144294480	144300934	+	6455	0
ENSG00000221970	7	144318125	144319057	+	933	0
ENSG00000050327	7	144355288	144380632	+	25345	197
ENSG00000106410	7	144397240	144410227	-	12988	0
ENSG00000242978	7	144434826	144435314	-	489	0
ENSG00000221507	7	144451681	144451817	+	137	0
ENSG00000196511	7	144451941	144836395	-	384455	398
ENSG00000243746	7	144647186	144648575	-	1390	0
ENSG00000200673	7	144849755	144850084	-	330	0
ENSG00000236343	7	145005058	145006135	+	1078	0
ENSG00000214035	7	145009961	145010993	+	1033	0
ENSG00000225918	7	145039999	145040941	-	943	2
ENSG00000226592	7	145269514	145270384	+	871	0
ENSG00000231839	7	145583197	145584817	+	1621	0
ENSG00000230746	7	145675882	145681369	-	5488	0
ENSG00000280144	7	146050062	146050366	+	305	0
ENSG00000174469	7	146116361	148420998	+	2304638	9784
ENSG00000274127	7	146208665	146208819	-	155	0
ENSG00000274118	7	146311720	146311822	+	103	0
ENSG00000221766	7	146896597	146896693	-	97	0
ENSG00000236795	7	147080934	147097609	-	16676	0
ENSG00000226857	7	147146342	147146756	+	415	0
ENSG00000232391	7	147167344	147167572	+	229	0
ENSG00000221442	7	147378017	147378121	-	105	0
ENSG00000230190	7	147671711	147673143	+	1433	0
ENSG00000270634	7	147704294	147704575	-	282	0
ENSG00000207318	7	147831770	147831877	+	108	0
ENSG00000251936	7	147849884	147849982	+	99	0
ENSG00000242266	7	147940007	147940301	+	295	0
ENSG00000199370	7	148389645	148389859	+	215	0
ENSG00000243374	7	148438309	148438577	+	269	0
ENSG00000274133	7	148445786	148446299	+	514	0
ENSG00000213210	7	148580401	148580799	+	399	0
ENSG00000170279	7	148590565	148615860	+	25296	3
ENSG00000213209	7	148637179	148637587	+	409	2
ENSG00000270200	7	148649547	148650240	+	694	0
ENSG00000273314	7	148696467	148698664	-	2198	105
ENSG00000055130	7	148697914	148801036	+	103123	5884
ENSG00000264918	7	148730829	148730928	-	100	0
ENSG00000106462	7	148807383	148884321	-	76939	274
ENSG00000251712	7	148821012	148821073	+	62	0
ENSG00000275586	7	148876018	148876286	+	269	0
ENSG00000239468	7	148890226	148890513	+	288	1
ENSG00000252316	7	148963315	148963410	+	96	0
ENSG00000202354	7	148983755	148983856	+	102	0
ENSG00000201098	7	148987136	148987248	-	113	0
ENSG00000155660	7	149003062	149028641	-	25580	2031
ENSG00000202528	7	149033057	149033167	+	111	0
ENSG00000234565	7	149053961	149054173	+	213	3
ENSG00000197362	7	149069643	149090782	-	21140	1038
ENSG00000204947	7	149102784	149126346	-	23563	611
ENSG00000240877	7	149125690	149125986	-	297	0
ENSG00000197024	7	149126416	149182802	+	56387	1303
ENSG00000239719	7	149191043	149191223	-	181	10
ENSG00000170265	7	149195485	149226248	+	30764	1671
ENSG00000170260	7	149239651	149255609	+	15959	893
ENSG00000204946	7	149262171	149297302	+	35132	1446
ENSG00000271664	7	149275619	149277992	-	2374	0
ENSG00000244560	7	149285281	149297312	+	12032	0
ENSG00000231397	7	149321865	149322092	-	228	1
ENSG00000215311	7	149334024	149334857	+	834	0
ENSG00000228151	7	149398204	149401456	+	3253	16
ENSG00000261842	7	149422675	149424890	+	2216	6
ENSG00000196453	7	149431363	149461123	-	29761	1531
ENSG00000181220	7	149472794	149497817	-	25024	1995
ENSG00000133624	7	149547154	149624752	-	77599	2584
ENSG00000133619	7	149714781	149734575	+	19795	1711
ENSG00000181444	7	149764182	149773479	-	9298	1927
ENSG00000197558	7	149776042	149833979	+	57938	2337
ENSG00000106479	7	149838367	149867479	+	29113	3355
ENSG00000280149	7	149851572	149852170	+	599	0
ENSG00000273419	7	149858400	149862492	-	4093	0
ENSG00000204934	7	149867697	149880610	-	12914	873
ENSG00000171130	7	149872968	149880698	+	7731	102
ENSG00000273293	7	149881359	149881580	-	222	25
ENSG00000279536	7	149881477	149882105	+	629	379
ENSG00000273011	7	149890739	149891416	+	678	7
ENSG00000224016	7	149891191	149909704	-	18514	85
ENSG00000260555	7	150000752	150005124	+	4373	34
ENSG00000241449	7	150040521	150076655	+	36135	81
ENSG00000276538	7	150047609	150047854	-	246	0
ENSG00000106526	7	150243916	150323725	-	79810	314
ENSG00000127399	7	150322639	150338150	+	15512	1291
ENSG00000188707	7	150329789	150332721	+	2933	0
ENSG00000106538	7	150338317	150341674	-	3358	1226
ENSG00000261305	7	150341771	150342607	+	837	34
ENSG00000240449	7	150363777	150372590	-	8814	243
ENSG00000214022	7	150368189	150374044	+	5856	0
ENSG00000196456	7	150368790	150412470	+	43681	3118
ENSG00000239377	7	150379854	150383885	-	4032	0
ENSG00000242258	7	150433654	150448140	+	14487	249
ENSG00000171115	7	150450630	150479392	+	28763	789
ENSG00000271582	7	150484061	150485135	-	1075	0
ENSG00000213205	7	150512559	150513839	-	1281	2
ENSG00000179144	7	150514830	150521073	+	6244	583
ENSG00000243853	7	150541754	150542098	-	345	0
ENSG00000133574	7	150567277	150573955	+	6679	842
ENSG00000271568	7	150603561	150604644	-	1084	0
ENSG00000232361	7	150614061	150614764	-	704	0
ENSG00000133561	7	150625375	150632648	-	7274	978
ENSG00000270990	7	150676833	150677918	-	1086	0
ENSG00000106560	7	150685697	150693641	+	7945	252
ENSG00000196329	7	150716557	150750033	+	33477	730
ENSG00000213203	7	150716557	150724284	+	7728	0
ENSG00000177590	7	150746893	150747728	-	836	0
ENSG00000241134	7	150749736	150750094	+	359	2
ENSG00000106565	7	150791285	150801360	-	10076	1723
ENSG00000002933	7	150800403	150805120	+	4718	1133
ENSG00000002726	7	150824627	150861504	+	36878	6
ENSG00000055118	7	150944961	150978315	-	33355	5562
ENSG00000164867	7	150990995	151014588	+	23594	882
ENSG00000181652	7	151012209	151024499	-	12291	308
ENSG00000197150	7	151028422	151047782	+	19361	4587
ENSG00000243433	7	151028781	151029754	-	974	0
ENSG00000213199	7	151048292	151052756	+	4465	1993
ENSG00000164885	7	151053812	151058530	-	4719	5081
ENSG00000164889	7	151057210	151076527	+	19318	2056
ENSG00000244151	7	151074742	151076530	-	1789	0
ENSG00000164896	7	151076593	151080866	-	4274	6153
ENSG00000164897	7	151081080	151083546	-	2467	1302
ENSG00000133612	7	151085831	151144436	+	58606	20568
ENSG00000164900	7	151148589	151174745	-	26157	13
ENSG00000146926	7	151175698	151187832	-	12135	2
ENSG00000278685	7	151190873	151205496	-	14624	10
ENSG00000033050	7	151207837	151227230	-	19394	5051
ENSG00000033100	7	151232489	151238827	+	6339	1564
ENSG00000211517	7	151238421	151238538	+	118	0
ENSG00000082014	7	151238764	151277896	-	39133	13838
ENSG00000272661	7	151240399	151240972	+	574	0
ENSG00000243018	7	151249325	151254390	+	5066	0
ENSG00000013374	7	151341699	151378449	+	36751	2200
ENSG00000187260	7	151375909	151410727	-	34819	1977
ENSG00000243836	7	151409161	151413354	+	4194	86
ENSG00000241456	7	151427683	151439124	+	11442	24
ENSG00000127377	7	151428835	151440813	-	11979	0
ENSG00000265810	7	151433489	151433639	-	151	0
ENSG00000241959	7	151464650	151464938	-	289	3
ENSG00000106615	7	151466012	151520120	-	54109	8248
ENSG00000240132	7	151501878	151503463	+	1586	0
ENSG00000106617	7	151556111	151877125	-	321015	10355
ENSG00000242048	7	151806490	151810820	+	4331	0
ENSG00000239911	7	151877042	151879223	+	2182	565
ENSG00000212219	7	151900275	151900374	+	100	0
ENSG00000222941	7	151916331	151916418	+	88	0
ENSG00000227562	7	151950386	151954985	-	4600	0
ENSG00000106648	7	151956379	152019934	+	63556	158
ENSG00000276213	7	152025194	152025472	-	279	0
ENSG00000178234	7	152025674	152122347	+	96674	5475
ENSG00000229591	7	152120001	152121717	-	1717	0
ENSG00000213188	7	152128879	152129686	+	808	6
ENSG00000055609	7	152134922	152436005	-	301084	9391
ENSG00000278435	7	152267507	152267611	-	105	0
ENSG00000270405	7	152366763	152367015	+	253	0
ENSG00000204894	7	152367171	152367260	+	90	0
ENSG00000241007	7	152367519	152368661	+	1143	0
ENSG00000253088	7	152402780	152402893	+	114	0
ENSG00000241735	7	152436895	152443187	+	6293	4
ENSG00000221454	7	152439221	152439308	+	88	0
ENSG00000020219	7	152445477	152447150	+	1674	0
ENSG00000261455	7	152463786	152465549	+	1764	373
ENSG00000231139	7	152590641	152590941	-	301	0
ENSG00000199404	7	152592973	152593091	-	119	0
ENSG00000225416	7	152602213	152602892	-	680	0
ENSG00000212590	7	152609313	152609434	+	122	0
ENSG00000196584	7	152644779	152676165	-	31387	72
ENSG00000214003	7	152749079	152749735	+	657	2
ENSG00000244328	7	152757662	152757951	+	290	0
ENSG00000133627	7	152759749	152855378	+	95630	8422
ENSG00000265275	7	153056737	153056819	+	83	0
ENSG00000224104	7	153144313	153144588	-	276	0
ENSG00000234722	7	153399920	153413963	-	14044	14
ENSG00000233489	7	153449429	153449875	+	447	0
ENSG00000130226	7	153887097	154894285	+	1007189	24243
ENSG00000226509	7	153968665	153968826	-	162	0
ENSG00000270114	7	154026287	154038604	-	12318	0
ENSG00000203335	7	154055585	154059561	-	3977	0
ENSG00000233363	7	154092201	154096043	-	3843	0
ENSG00000236408	7	154838388	154865483	-	27096	0
ENSG00000214106	7	154928498	154949908	+	21411	178
ENSG00000157212	7	154943687	155003084	-	59398	1229
ENSG00000272760	7	154951226	154952188	+	963	0
ENSG00000273183	7	154956429	154957107	+	679	0
ENSG00000273344	7	155003448	155005703	+	2256	879
ENSG00000220575	7	155067067	155071557	-	4491	1959
ENSG00000157219	7	155070324	155085749	+	15426	961
ENSG00000274637	7	155106062	155106400	-	339	0
ENSG00000228806	7	155106400	155106651	+	252	0
ENSG00000201066	7	155181881	155182184	+	304	0
ENSG00000217825	7	155196563	155198455	-	1893	0
ENSG00000228521	7	155204147	155205189	+	1043	16
ENSG00000278998	7	155222903	155223851	+	949	1
ENSG00000225612	7	155267299	155268052	+	754	0
ENSG00000273117	7	155295918	155297541	-	1624	208
ENSG00000186480	7	155297776	155310235	+	12460	1931
ENSG00000204960	7	155356985	155367934	-	10950	0
ENSG00000218672	7	155382076	155396356	+	14281	73
ENSG00000260426	7	155399922	155401782	+	1861	198
ENSG00000236544	7	155421206	155457099	-	35894	2
ENSG00000164778	7	155458129	155464831	+	6703	16
ENSG00000146910	7	155474206	155533862	-	59657	103
ENSG00000227365	7	155510283	155518623	+	8341	0
ENSG00000216895	7	155611231	155645205	-	33975	557
ENSG00000184863	7	155644451	155781485	+	137035	5931
ENSG00000164690	7	155799986	155812273	-	12288	325
ENSG00000221113	7	155871891	155872007	+	117	0
ENSG00000204876	7	155962632	155966343	+	3712	0
ENSG00000207061	7	156186122	156186223	-	102	1
ENSG00000270584	7	156263547	156263802	+	256	0
ENSG00000228569	7	156432523	156435833	-	3311	16
ENSG00000233878	7	156437789	156445588	-	7800	64
ENSG00000182648	7	156472196	156640654	-	168459	2330
ENSG00000279418	7	156540491	156541103	+	613	0
ENSG00000234450	7	156633355	156633787	+	433	0
ENSG00000105982	7	156640281	156677130	+	36850	343
ENSG00000224903	7	156654185	156657693	-	3509	0
ENSG00000105983	7	156668946	156893230	-	224285	6646
ENSG00000206938	7	156872078	156872218	+	141	0
ENSG00000230033	7	156944721	156945645	+	925	6
ENSG00000146909	7	156949723	156973182	+	23460	1373
ENSG00000130675	7	156994051	157010651	-	16601	18
ENSG00000235029	7	157006307	157007132	+	826	0
ENSG00000243479	7	157010805	157016426	+	5622	2
ENSG00000236102	7	157057709	157058514	-	806	0
ENSG00000229365	7	157087955	157088543	-	589	0
ENSG00000269446	7	157109980	157111072	+	1093	0
ENSG00000009335	7	157138913	157269372	+	130460	6329
ENSG00000225224	7	157192368	157192832	+	465	0
ENSG00000236018	7	157197600	157198511	-	912	0
ENSG00000224629	7	157263022	157263229	-	208	0
ENSG00000229660	7	157281536	157282686	-	1151	0
ENSG00000105993	7	157335381	157417439	+	82059	7019
ENSG00000234210	7	157466231	157499716	+	33486	14
ENSG00000223872	7	157501322	157503577	+	2256	0
ENSG00000233191	7	157513294	157516841	+	3548	54
ENSG00000280266	7	157525783	157527325	+	1543	6
ENSG00000155093	7	157539056	158587788	-	1048733	36596
ENSG00000207960	7	157574336	157574422	-	87	0
ENSG00000222012	7	157614023	157618765	+	4743	0
ENSG00000231515	7	157739010	157740456	-	1447	0
ENSG00000233038	7	157854529	157866092	+	11564	0
ENSG00000272839	7	157868538	157869154	+	617	0
ENSG00000231980	7	158027373	158031128	+	3756	0
ENSG00000207637	7	158532718	158532813	-	96	0
ENSG00000225365	7	158537495	158539879	+	2385	0
ENSG00000232715	7	158590629	158591120	+	492	2
ENSG00000265598	7	158591616	158591696	+	81	6
ENSG00000224324	7	158623188	158623449	-	262	5
ENSG00000146918	7	158631311	158704829	-	73519	1145
ENSG00000228030	7	158719730	158720161	+	432	2
ENSG00000117868	7	158730995	158830253	-	99259	9108
ENSG00000126870	7	158856578	158956747	+	100170	4331
ENSG00000231419	7	159006522	159030195	+	23674	86
ENSG00000106018	7	159028175	159144957	-	116783	327
ENSG00000229435	7	159231435	159233377	+	1943	0
ENSG00000228572	X	253743	255091	+	1349	0
ENSG00000182378	X	276322	303356	+	27035	3538
ENSG00000178605	X	304529	318819	-	14291	5730
ENSG00000226179	X	320990	321851	+	862	202
ENSG00000167393	X	333963	386955	-	52993	1584
ENSG00000275287	X	388100	388389	-	290	0
ENSG00000234958	X	523775	524102	-	328	0
ENSG00000229232	X	545236	545352	-	117	0
ENSG00000185960	X	624344	659411	+	35068	13
ENSG00000237531	X	990221	994365	+	4145	38
ENSG00000225661	X	1008503	1010101	-	1599	0
ENSG00000205755	X	1187549	1212750	-	25202	8
ENSG00000198223	X	1268800	1310381	+	41582	535
ENSG00000264510	X	1291755	1291828	+	74	0
ENSG00000264819	X	1292094	1292167	+	74	0
ENSG00000263980	X	1293615	1293689	+	75	0
ENSG00000265658	X	1293918	1293992	+	75	0
ENSG00000263835	X	1294132	1294206	+	75	0
ENSG00000223274	X	1300256	1300375	-	120	0
ENSG00000185291	X	1336616	1382689	+	46074	5323
ENSG00000169100	X	1386152	1392724	-	6573	30520
ENSG00000236871	X	1396427	1399402	+	2976	481
ENSG00000236017	X	1401769	1414028	+	12260	301
ENSG00000169093	X	1403139	1453762	-	50624	3199
ENSG00000182162	X	1462572	1537107	-	74536	45
ENSG00000197976	X	1591593	1602514	+	10922	2802
ENSG00000196433	X	1615001	1643081	+	28081	27
ENSG00000223511	X	1732584	1755985	+	23402	76
ENSG00000234622	X	1767347	1768776	+	1430	0
ENSG00000169084	X	2219516	2502805	-	283290	733
ENSG00000223571	X	2334295	2336410	-	2116	0
ENSG00000214717	X	2486414	2500967	-	14554	0
ENSG00000277120	X	2609191	2609254	+	64	0
ENSG00000223773	X	2609348	2657229	+	47882	120
ENSG00000230542	X	2612988	2615347	-	2360	0
ENSG00000002586	X	2691179	2741309	+	50131	2767
ENSG00000124343	X	2752050	2815927	+	63878	11
ENSG00000056998	X	2828788	2882818	+	54031	443
ENSG00000235483	X	2852740	2853760	-	1021	0
ENSG00000006756	X	2903970	2929351	-	25382	811
ENSG00000229851	X	2904904	2906081	+	1178	0
ENSG00000157399	X	2934632	2968310	-	33679	269
ENSG00000205667	X	3006613	3033571	+	26959	1
ENSG00000062096	X	3041471	3112726	+	71256	578
